FREQ, UX_2, , UX_3, , UX_4,,,,
, REAL, IMAGINARY, REAL, IMAGINARY, REAL, IMAGINARY,,,
3.028,8.29E-03,-1.47E-06,1.20E-02,-5.58E-07,-2.61E-04,-1.19E-06,-1.19E-06,0.689828925,-31.74667846
3.029,8.31E-03,-1.47E-06,1.20E-02,-5.61E-07,-2.38E-04,-1.19E-06,-1.19E-06,0.6915579,-34.91273463
3.03,8.33E-03,-1.47E-06,1.20E-02,-5.64E-07,-2.15E-04,-1.19E-06,-1.19E-06,0.693284409,-38.76002975
3.031,8.36E-03,-1.48E-06,1.20E-02,-5.68E-07,-1.92E-04,-1.20E-06,-1.20E-06,0.695008445,-43.53499531
3.032,8.38E-03,-1.48E-06,1.20E-02,-5.71E-07,-1.69E-04,-1.20E-06,-1.20E-06,0.696729998,-49.61921885
3.033,8.40E-03,-1.48E-06,1.20E-02,-5.74E-07,-1.46E-04,-1.20E-06,-1.20E-06,0.698449058,-57.63682586
3.034,8.42E-03,-1.48E-06,1.20E-02,-5.77E-07,-1.23E-04,-1.20E-06,-1.20E-06,0.700165619,-68.68358143
3.035,8.45E-03,-1.49E-06,1.20E-02,-5.80E-07,-9.95E-05,-1.21E-06,-1.21E-06,0.70187967,-84.8761717
3.036,8.47E-03,-1.49E-06,1.20E-02,-5.84E-07,-7.64E-05,-1.21E-06,-1.21E-06,0.703591202,-110.9022283
3.037,8.49E-03,-1.49E-06,1.20E-02,-5.87E-07,-5.32E-05,-1.21E-06,-1.21E-06,0.705300208,-159.625812
3.038,8.52E-03,-1.49E-06,1.20E-02,-5.90E-07,-3.00E-05,-1.22E-06,-1.22E-06,0.707006677,-283.6995653
3.039,8.54E-03,-1.50E-06,1.21E-02,-5.94E-07,-6.81E-06,-1.22E-06,-1.22E-06,0.708710601,-1253.991671
3.04,8.56E-03,-1.50E-06,1.21E-02,-5.97E-07,1.64E-05,-1.22E-06,-1.22E-06,0.710411971,521.4672578
3.041,8.59E-03,-1.50E-06,1.21E-02,-6.00E-07,3.97E-05,-1.22E-06,-1.22E-06,0.712110779,216.4215498
3.042,8.61E-03,-1.51E-06,1.21E-02,-6.04E-07,6.30E-05,-1.23E-06,-1.23E-06,0.713807015,136.7709765
3.043,8.63E-03,-1.51E-06,1.21E-02,-6.07E-07,8.62E-05,-1.23E-06,-1.23E-06,0.715500671,100.0959394
3.044,8.66E-03,-1.51E-06,1.21E-02,-6.10E-07,1.10E-04,-1.23E-06,-1.23E-06,0.717191736,79.00463402
3.045,8.68E-03,-1.51E-06,1.21E-02,-6.14E-07,1.33E-04,-1.24E-06,-1.24E-06,0.718880204,65.30480965
3.046,8.70E-03,-1.52E-06,1.21E-02,-6.17E-07,1.56E-04,-1.24E-06,-1.24E-06,0.720566065,55.69018297
3.047,8.73E-03,-1.52E-06,1.21E-02,-6.20E-07,1.80E-04,-1.24E-06,-1.24E-06,0.72224931,48.57051415
3.048,8.75E-03,-1.52E-06,1.21E-02,-6.24E-07,2.03E-04,-1.24E-06,-1.24E-06,0.72392993,43.08614052
3.049,8.77E-03,-1.53E-06,1.21E-02,-6.27E-07,2.27E-04,-1.25E-06,-1.25E-06,0.725607917,38.73165273
3.05,8.80E-03,-1.53E-06,1.21E-02,-6.31E-07,2.50E-04,-1.25E-06,-1.25E-06,0.727283261,35.1904602
3.051,8.82E-03,-1.53E-06,1.21E-02,-6.34E-07,2.73E-04,-1.25E-06,-1.25E-06,0.728955954,32.25414596
3.052,8.84E-03,-1.54E-06,1.21E-02,-6.38E-07,2.97E-04,-1.26E-06,-1.26E-06,0.730625986,29.77990128
3.053,8.87E-03,-1.54E-06,1.21E-02,-6.41E-07,3.21E-04,-1.26E-06,-1.26E-06,0.732293349,27.66659285
3.054,8.89E-03,-1.54E-06,1.21E-02,-6.45E-07,3.44E-04,-1.26E-06,-1.26E-06,0.733958034,25.84059395
3.055,8.91E-03,-1.54E-06,1.21E-02,-6.48E-07,3.68E-04,-1.26E-06,-1.26E-06,0.735620033,24.24702823
3.056,8.94E-03,-1.55E-06,1.21E-02,-6.52E-07,3.91E-04,-1.27E-06,-1.27E-06,0.737279335,22.84415802
3.057,8.96E-03,-1.55E-06,1.21E-02,-6.55E-07,4.15E-04,-1.27E-06,-1.27E-06,0.738935934,21.59967432
3.058,8.99E-03,-1.55E-06,1.21E-02,-6.59E-07,4.39E-04,-1.27E-06,-1.27E-06,0.740589818,20.48817664
3.059,9.01E-03,-1.56E-06,1.21E-02,-6.63E-07,4.62E-04,-1.28E-06,-1.28E-06,0.742240981,19.48942018
3.06,9.03E-03,-1.56E-06,1.21E-02,-6.66E-07,4.86E-04,-1.28E-06,-1.28E-06,0.743889412,18.5870709
3.061,9.06E-03,-1.56E-06,1.21E-02,-6.70E-07,5.10E-04,-1.28E-06,-1.28E-06,0.745535104,17.76780471
3.062,9.08E-03,-1.57E-06,1.22E-02,-6.73E-07,5.33E-04,-1.29E-06,-1.29E-06,0.747178047,17.02064467
3.063,9.10E-03,-1.57E-06,1.22E-02,-6.77E-07,5.57E-04,-1.29E-06,-1.29E-06,0.748818232,16.33646597
3.064,9.13E-03,-1.57E-06,1.22E-02,-6.81E-07,5.81E-04,-1.29E-06,-1.29E-06,0.750455651,15.70762108
3.065,9.15E-03,-1.58E-06,1.22E-02,-6.85E-07,6.05E-04,-1.30E-06,-1.30E-06,0.752090294,15.12765247
3.066,9.18E-03,-1.58E-06,1.22E-02,-6.88E-07,6.29E-04,-1.30E-06,-1.30E-06,0.753722153,14.59106974
3.067,9.20E-03,-1.58E-06,1.22E-02,-6.92E-07,6.53E-04,-1.30E-06,-1.30E-06,0.755351219,14.09317517
3.068,9.22E-03,-1.59E-06,1.22E-02,-6.96E-07,6.77E-04,-1.31E-06,-1.31E-06,0.756977484,13.6299256
3.069,9.25E-03,-1.59E-06,1.22E-02,-7.00E-07,7.01E-04,-1.31E-06,-1.31E-06,0.758600938,13.19782229
3.07,9.27E-03,-1.59E-06,1.22E-02,-7.03E-07,7.25E-04,-1.31E-06,-1.31E-06,0.760221572,12.79382226
3.071,9.30E-03,-1.60E-06,1.22E-02,-7.07E-07,7.49E-04,-1.32E-06,-1.32E-06,0.761839379,12.41526641
3.072,9.32E-03,-1.60E-06,1.22E-02,-7.11E-07,7.73E-04,-1.32E-06,-1.32E-06,0.763454348,12.05982085
3.073,9.34E-03,-1.60E-06,1.22E-02,-7.15E-07,7.97E-04,-1.32E-06,-1.32E-06,0.76506647,11.72542867
3.074,9.37E-03,-1.61E-06,1.22E-02,-7.19E-07,8.21E-04,-1.33E-06,-1.33E-06,0.766675739,11.41026999
3.075,9.39E-03,-1.61E-06,1.22E-02,-7.23E-07,8.45E-04,-1.33E-06,-1.33E-06,0.768282144,11.11272884
3.076,9.42E-03,-1.61E-06,1.22E-02,-7.26E-07,8.69E-04,-1.33E-06,-1.33E-06,0.769885676,10.8313653
3.077,9.44E-03,-1.62E-06,1.22E-02,-7.30E-07,8.94E-04,-1.34E-06,-1.34E-06,0.771486327,10.56489223
3.078,9.46E-03,-1.62E-06,1.22E-02,-7.34E-07,9.18E-04,-1.34E-06,-1.34E-06,0.773084088,10.3121555
3.079,9.49E-03,-1.63E-06,1.22E-02,-7.38E-07,9.42E-04,-1.34E-06,-1.34E-06,0.77467895,10.07211723
3.08,9.51E-03,-1.63E-06,1.23E-02,-7.42E-07,9.66E-04,-1.35E-06,-1.35E-06,0.776270905,9.843841556
3.081,9.54E-03,-1.63E-06,1.23E-02,-7.46E-07,9.91E-04,-1.35E-06,-1.35E-06,0.777859943,9.626482336
3.082,9.56E-03,-1.64E-06,1.23E-02,-7.50E-07,1.02E-03,-1.35E-06,-1.35E-06,0.779446056,9.419272696
3.083,9.59E-03,-1.64E-06,1.23E-02,-7.54E-07,1.04E-03,-1.36E-06,-1.36E-06,0.781029235,9.22151595
3.084,9.61E-03,-1.64E-06,1.23E-02,-7.58E-07,1.06E-03,-1.36E-06,-1.36E-06,0.782609471,9.032577744
3.085,9.64E-03,-1.65E-06,1.23E-02,-7.63E-07,1.09E-03,-1.36E-06,-1.36E-06,0.784186756,8.851879228
3.086,9.66E-03,-1.65E-06,1.23E-02,-7.67E-07,1.11E-03,-1.37E-06,-1.37E-06,0.78576108,8.678891129
3.087,9.68E-03,-1.65E-06,1.23E-02,-7.71E-07,1.14E-03,-1.37E-06,-1.37E-06,0.787332434,8.513128562
3.088,9.71E-03,-1.66E-06,1.23E-02,-7.75E-07,1.16E-03,-1.38E-06,-1.38E-06,0.788900811,8.354146451
3.089,9.73E-03,-1.66E-06,1.23E-02,-7.79E-07,1.19E-03,-1.38E-06,-1.38E-06,0.790466201,8.201535542
3.09,9.76E-03,-1.67E-06,1.23E-02,-7.83E-07,1.21E-03,-1.38E-06,-1.38E-06,0.792028595,8.054918864
3.091,9.78E-03,-1.67E-06,1.23E-02,-7.87E-07,1.24E-03,-1.39E-06,-1.39E-06,0.793587985,7.913948604
3.092,9.81E-03,-1.67E-06,1.23E-02,-7.92E-07,1.26E-03,-1.39E-06,-1.39E-06,0.795144362,7.778303351
3.093,9.83E-03,-1.68E-06,1.23E-02,-7.96E-07,1.29E-03,-1.39E-06,-1.39E-06,0.796697717,7.647685627
3.094,9.86E-03,-1.68E-06,1.23E-02,-8.00E-07,1.31E-03,-1.40E-06,-1.40E-06,0.798248041,7.52181971
3.095,9.88E-03,-1.69E-06,1.24E-02,-8.05E-07,1.34E-03,-1.40E-06,-1.40E-06,0.799795326,7.400449671
3.096,9.91E-03,-1.69E-06,1.24E-02,-8.09E-07,1.36E-03,-1.41E-06,-1.41E-06,0.801339562,7.283337637
3.097,9.93E-03,-1.69E-06,1.24E-02,-8.13E-07,1.39E-03,-1.41E-06,-1.41E-06,0.802880742,7.170262223
3.098,9.96E-03,-1.70E-06,1.24E-02,-8.18E-07,1.41E-03,-1.41E-06,-1.41E-06,0.804418855,7.061017128
3.099,9.98E-03,-1.70E-06,1.24E-02,-8.22E-07,1.44E-03,-1.42E-06,-1.42E-06,0.805953895,6.955409869
3.1,1.00E-02,-1.71E-06,1.24E-02,-8.26E-07,1.46E-03,-1.42E-06,-1.42E-06,0.807485851,6.853260648
3.101,1.00E-02,-1.71E-06,1.24E-02,-8.31E-07,1.49E-03,-1.43E-06,-1.43E-06,0.809014714,6.754401324
3.102,1.01E-02,-1.71E-06,1.24E-02,-8.35E-07,1.51E-03,-1.43E-06,-1.43E-06,0.810540478,6.658674477
3.103,1.01E-02,-1.72E-06,1.24E-02,-8.40E-07,1.54E-03,-1.43E-06,-1.43E-06,0.812063131,6.565932574
3.104,1.01E-02,-1.72E-06,1.24E-02,-8.44E-07,1.56E-03,-1.44E-06,-1.44E-06,0.813582666,6.476037197
3.105,1.01E-02,-1.73E-06,1.24E-02,-8.49E-07,1.59E-03,-1.44E-06,-1.44E-06,0.815099075,6.388858368
3.106,1.02E-02,-1.73E-06,1.24E-02,-8.53E-07,1.61E-03,-1.45E-06,-1.45E-06,0.816612348,6.304273894
3.107,1.02E-02,-1.74E-06,1.24E-02,-8.58E-07,1.64E-03,-1.45E-06,-1.45E-06,0.818122475,6.222168789
3.108,1.02E-02,-1.74E-06,1.25E-02,-8.62E-07,1.66E-03,-1.45E-06,-1.45E-06,0.819629451,6.142434782
3.109,1.02E-02,-1.74E-06,1.25E-02,-8.67E-07,1.69E-03,-1.46E-06,-1.46E-06,0.821133263,6.064969805
3.11,1.03E-02,-1.75E-06,1.25E-02,-8.72E-07,1.71E-03,-1.46E-06,-1.46E-06,0.822633906,5.989677562
3.111,1.03E-02,-1.75E-06,1.25E-02,-8.76E-07,1.74E-03,-1.47E-06,-1.47E-06,0.82413137,5.916467139
3.112,1.03E-02,-1.76E-06,1.25E-02,-8.81E-07,1.76E-03,-1.47E-06,-1.47E-06,0.825625644,5.845252605
3.113,1.03E-02,-1.76E-06,1.25E-02,-8.86E-07,1.79E-03,-1.48E-06,-1.48E-06,0.827116723,5.77595271
3.114,1.04E-02,-1.77E-06,1.25E-02,-8.91E-07,1.82E-03,-1.48E-06,-1.48E-06,0.828604596,5.708490547
3.115,1.04E-02,-1.77E-06,1.25E-02,-8.95E-07,1.84E-03,-1.48E-06,-1.48E-06,0.830089254,5.642793272
3.116,1.04E-02,-1.77E-06,1.25E-02,-9.00E-07,1.87E-03,-1.49E-06,-1.49E-06,0.83157069,5.578791839
3.117,1.04E-02,-1.78E-06,1.25E-02,-9.05E-07,1.89E-03,-1.49E-06,-1.49E-06,0.833048894,5.516420763
3.118,1.05E-02,-1.78E-06,1.25E-02,-9.10E-07,1.92E-03,-1.50E-06,-1.50E-06,0.834523857,5.455617879
3.119,1.05E-02,-1.79E-06,1.25E-02,-9.15E-07,1.94E-03,-1.50E-06,-1.50E-06,0.835995572,5.396324147
3.12,1.05E-02,-1.79E-06,1.26E-02,-9.20E-07,1.97E-03,-1.51E-06,-1.51E-06,0.83746403,5.338483448
3.121,1.05E-02,-1.80E-06,1.26E-02,-9.25E-07,2.00E-03,-1.51E-06,-1.51E-06,0.83892922,5.282042409
3.122,1.06E-02,-1.80E-06,1.26E-02,-9.30E-07,2.02E-03,-1.52E-06,-1.52E-06,0.840391136,5.226950249
3.123,1.06E-02,-1.81E-06,1.26E-02,-9.35E-07,2.05E-03,-1.52E-06,-1.52E-06,0.841849769,5.173158608
3.124,1.06E-02,-1.81E-06,1.26E-02,-9.40E-07,2.07E-03,-1.53E-06,-1.53E-06,0.843305108,5.1206214
3.125,1.06E-02,-1.82E-06,1.26E-02,-9.45E-07,2.10E-03,-1.53E-06,-1.53E-06,0.844757147,5.069294704
3.126,1.07E-02,-1.82E-06,1.26E-02,-9.50E-07,2.13E-03,-1.53E-06,-1.53E-06,0.846205876,5.019136615
3.127,1.07E-02,-1.83E-06,1.26E-02,-9.55E-07,2.15E-03,-1.54E-06,-1.54E-06,0.847651288,4.970107153
3.128,1.07E-02,-1.83E-06,1.26E-02,-9.60E-07,2.18E-03,-1.54E-06,-1.54E-06,0.849093371,4.922168121
3.129,1.08E-02,-1.84E-06,1.26E-02,-9.65E-07,2.21E-03,-1.55E-06,-1.55E-06,0.850532119,4.875283036
3.13,1.08E-02,-1.84E-06,1.27E-02,-9.70E-07,2.23E-03,-1.55E-06,-1.55E-06,0.851967522,4.82941703
3.131,1.08E-02,-1.85E-06,1.27E-02,-9.75E-07,2.26E-03,-1.56E-06,-1.56E-06,0.853399574,4.784536744
3.132,1.08E-02,-1.85E-06,1.27E-02,-9.81E-07,2.28E-03,-1.56E-06,-1.56E-06,0.854828263,4.740610264
3.133,1.09E-02,-1.86E-06,1.27E-02,-9.86E-07,2.31E-03,-1.57E-06,-1.57E-06,0.856253582,4.697607039
3.134,1.09E-02,-1.86E-06,1.27E-02,-9.91E-07,2.34E-03,-1.57E-06,-1.57E-06,0.857675522,4.655497803
3.135,1.09E-02,-1.87E-06,1.27E-02,-9.97E-07,2.36E-03,-1.58E-06,-1.58E-06,0.859094075,4.614254521
3.136,1.09E-02,-1.87E-06,1.27E-02,-1.00E-06,2.39E-03,-1.58E-06,-1.58E-06,0.860509232,4.573850312
3.137,1.10E-02,-1.88E-06,1.27E-02,-1.01E-06,2.42E-03,-1.59E-06,-1.59E-06,0.861920984,4.534259395
3.138,1.10E-02,-1.88E-06,1.27E-02,-1.01E-06,2.45E-03,-1.59E-06,-1.59E-06,0.863329323,4.495457039
3.139,1.10E-02,-1.89E-06,1.27E-02,-1.02E-06,2.47E-03,-1.60E-06,-1.60E-06,0.86473424,4.457419499
3.14,1.10E-02,-1.89E-06,1.28E-02,-1.02E-06,2.50E-03,-1.60E-06,-1.60E-06,0.866135726,4.420123977
3.141,1.11E-02,-1.90E-06,1.28E-02,-1.03E-06,2.53E-03,-1.61E-06,-1.61E-06,0.867533774,4.383548571
3.142,1.11E-02,-1.90E-06,1.28E-02,-1.03E-06,2.55E-03,-1.61E-06,-1.61E-06,0.868928373,4.347672228
3.143,1.11E-02,-1.91E-06,1.28E-02,-1.04E-06,2.58E-03,-1.62E-06,-1.62E-06,0.870319516,4.312474715
3.144,1.12E-02,-1.91E-06,1.28E-02,-1.05E-06,2.61E-03,-1.62E-06,-1.62E-06,0.871707194,4.277936565
3.145,1.12E-02,-1.92E-06,1.28E-02,-1.05E-06,2.63E-03,-1.63E-06,-1.63E-06,0.8730914,4.244039052
3.146,1.12E-02,-1.92E-06,1.28E-02,-1.06E-06,2.66E-03,-1.64E-06,-1.64E-06,0.874472123,4.210764144
3.147,1.12E-02,-1.93E-06,1.28E-02,-1.06E-06,2.69E-03,-1.64E-06,-1.64E-06,0.875849355,4.178094488
3.148,1.13E-02,-1.94E-06,1.28E-02,-1.07E-06,2.72E-03,-1.65E-06,-1.65E-06,0.877223088,4.14601337
3.149,1.13E-02,-1.94E-06,1.29E-02,-1.07E-06,2.74E-03,-1.65E-06,-1.65E-06,0.878593314,4.114504674
3.15,1.13E-02,-1.95E-06,1.29E-02,-1.08E-06,2.77E-03,-1.66E-06,-1.66E-06,0.879960023,4.08355288
3.151,1.13E-02,-1.95E-06,1.29E-02,-1.09E-06,2.80E-03,-1.66E-06,-1.66E-06,0.881323207,4.05314301
3.152,1.14E-02,-1.96E-06,1.29E-02,-1.09E-06,2.83E-03,-1.67E-06,-1.67E-06,0.882682859,4.023260633
3.153,1.14E-02,-1.96E-06,1.29E-02,-1.10E-06,2.85E-03,-1.67E-06,-1.67E-06,0.884038969,3.993891813
3.154,1.14E-02,-1.97E-06,1.29E-02,-1.10E-06,2.88E-03,-1.68E-06,-1.68E-06,0.885391528,3.965023104
3.155,1.15E-02,-1.97E-06,1.29E-02,-1.11E-06,2.91E-03,-1.69E-06,-1.69E-06,0.886740527,3.936641523
3.156,1.15E-02,-1.98E-06,1.29E-02,-1.12E-06,2.94E-03,-1.69E-06,-1.69E-06,0.888085959,3.908734539
3.157,1.15E-02,-1.99E-06,1.29E-02,-1.12E-06,2.97E-03,-1.70E-06,-1.70E-06,0.889427816,3.88129004
3.158,1.15E-02,-1.99E-06,1.30E-02,-1.13E-06,2.99E-03,-1.70E-06,-1.70E-06,0.890766088,3.854296322
3.159,1.16E-02,-2.00E-06,1.30E-02,-1.13E-06,3.02E-03,-1.71E-06,-1.71E-06,0.892100767,3.827742079
3.16,1.16E-02,-2.00E-06,1.30E-02,-1.14E-06,3.05E-03,-1.71E-06,-1.71E-06,0.893431844,3.801616369
3.161,1.16E-02,-2.01E-06,1.30E-02,-1.15E-06,3.08E-03,-1.72E-06,-1.72E-06,0.894759312,3.775908619
3.162,1.17E-02,-2.02E-06,1.30E-02,-1.15E-06,3.11E-03,-1.73E-06,-1.73E-06,0.896083161,3.750608595
3.163,1.17E-02,-2.02E-06,1.30E-02,-1.16E-06,3.14E-03,-1.73E-06,-1.73E-06,0.897403384,3.725706397
3.164,1.17E-02,-2.03E-06,1.30E-02,-1.17E-06,3.16E-03,-1.74E-06,-1.74E-06,0.89871997,3.701192439
3.165,1.17E-02,-2.03E-06,1.30E-02,-1.17E-06,3.19E-03,-1.74E-06,-1.74E-06,0.900032913,3.677057446
3.166,1.18E-02,-2.04E-06,1.31E-02,-1.18E-06,3.22E-03,-1.75E-06,-1.75E-06,0.901342203,3.653292428
3.167,1.18E-02,-2.05E-06,1.31E-02,-1.19E-06,3.25E-03,-1.76E-06,-1.76E-06,0.902647833,3.629888685
3.168,1.18E-02,-2.05E-06,1.31E-02,-1.19E-06,3.28E-03,-1.76E-06,-1.76E-06,0.903949793,3.606837777
3.169,1.19E-02,-2.06E-06,1.31E-02,-1.20E-06,3.31E-03,-1.77E-06,-1.77E-06,0.905248075,3.584131535
3.17,1.19E-02,-2.07E-06,1.31E-02,-1.21E-06,3.34E-03,-1.78E-06,-1.78E-06,0.906542671,3.561762036
3.171,1.19E-02,-2.07E-06,1.31E-02,-1.21E-06,3.37E-03,-1.78E-06,-1.78E-06,0.907833574,3.539721594
3.172,1.19E-02,-2.08E-06,1.31E-02,-1.22E-06,3.39E-03,-1.79E-06,-1.79E-06,0.909120772,3.518002756
3.173,1.20E-02,-2.09E-06,1.31E-02,-1.23E-06,3.42E-03,-1.79E-06,-1.79E-06,0.910404259,3.496598298
3.174,1.20E-02,-2.09E-06,1.32E-02,-1.23E-06,3.45E-03,-1.80E-06,-1.80E-06,0.911684026,3.475501202
3.175,1.20E-02,-2.10E-06,1.32E-02,-1.24E-06,3.48E-03,-1.81E-06,-1.81E-06,0.912960065,3.454704661
3.176,1.21E-02,-2.11E-06,1.32E-02,-1.25E-06,3.51E-03,-1.81E-06,-1.81E-06,0.914232367,3.434202069
3.177,1.21E-02,-2.11E-06,1.32E-02,-1.25E-06,3.54E-03,-1.82E-06,-1.82E-06,0.915500924,3.413987008
3.178,1.21E-02,-2.12E-06,1.32E-02,-1.26E-06,3.57E-03,-1.83E-06,-1.83E-06,0.916765728,3.394053248
3.179,1.21E-02,-2.13E-06,1.32E-02,-1.27E-06,3.60E-03,-1.83E-06,-1.83E-06,0.918026769,3.374394732
3.18,1.22E-02,-2.13E-06,1.32E-02,-1.27E-06,3.63E-03,-1.84E-06,-1.84E-06,0.91928404,3.355005586
3.181,1.22E-02,-2.14E-06,1.33E-02,-1.28E-06,3.66E-03,-1.85E-06,-1.85E-06,0.920537533,3.335880088
3.182,1.22E-02,-2.15E-06,1.33E-02,-1.29E-06,3.69E-03,-1.85E-06,-1.85E-06,0.921787238,3.317012686
3.183,1.23E-02,-2.15E-06,1.33E-02,-1.30E-06,3.72E-03,-1.86E-06,-1.86E-06,0.923033148,3.298397982
3.184,1.23E-02,-2.16E-06,1.33E-02,-1.30E-06,3.75E-03,-1.87E-06,-1.87E-06,0.924275255,3.280030725
3.185,1.23E-02,-2.17E-06,1.33E-02,-1.31E-06,3.78E-03,-1.88E-06,-1.88E-06,0.925513548,3.261905802
3.186,1.24E-02,-2.18E-06,1.33E-02,-1.32E-06,3.81E-03,-1.88E-06,-1.88E-06,0.926748023,3.244018255
3.187,1.24E-02,-2.18E-06,1.33E-02,-1.32E-06,3.84E-03,-1.89E-06,-1.89E-06,0.927978667,3.226363243
3.188,1.24E-02,-2.19E-06,1.34E-02,-1.33E-06,3.87E-03,-1.90E-06,-1.90E-06,0.929205475,3.208936066
3.189,1.24E-02,-2.20E-06,1.34E-02,-1.34E-06,3.90E-03,-1.90E-06,-1.90E-06,0.930428438,3.191732147
3.19,1.25E-02,-2.20E-06,1.34E-02,-1.35E-06,3.93E-03,-1.91E-06,-1.91E-06,0.931647545,3.174747026
3.191,1.25E-02,-2.21E-06,1.34E-02,-1.35E-06,3.96E-03,-1.92E-06,-1.92E-06,0.932862792,3.157976371
3.192,1.25E-02,-2.22E-06,1.34E-02,-1.36E-06,3.99E-03,-1.93E-06,-1.93E-06,0.934074167,3.141415951
3.193,1.26E-02,-2.23E-06,1.34E-02,-1.37E-06,4.02E-03,-1.93E-06,-1.93E-06,0.935281665,3.125061655
3.194,1.26E-02,-2.23E-06,1.35E-02,-1.38E-06,4.05E-03,-1.94E-06,-1.94E-06,0.936485275,3.108909474
3.195,1.26E-02,-2.24E-06,1.35E-02,-1.39E-06,4.08E-03,-1.95E-06,-1.95E-06,0.93768499,3.092955501
3.196,1.27E-02,-2.25E-06,1.35E-02,-1.39E-06,4.11E-03,-1.96E-06,-1.96E-06,0.938880802,3.077195929
3.197,1.27E-02,-2.26E-06,1.35E-02,-1.40E-06,4.15E-03,-1.96E-06,-1.96E-06,0.940072701,3.06162705
3.198,1.27E-02,-2.27E-06,1.35E-02,-1.41E-06,4.18E-03,-1.97E-06,-1.97E-06,0.941260681,3.046245247
3.199,1.28E-02,-2.27E-06,1.35E-02,-1.42E-06,4.21E-03,-1.98E-06,-1.98E-06,0.942444732,3.031046995
3.2,1.28E-02,-2.28E-06,1.36E-02,-1.42E-06,4.24E-03,-1.99E-06,-1.99E-06,0.943624847,3.016028859
3.201,1.28E-02,-2.29E-06,1.36E-02,-1.43E-06,4.27E-03,-2.00E-06,-2.00E-06,0.944801017,3.00118748
3.202,1.28E-02,-2.30E-06,1.36E-02,-1.44E-06,4.30E-03,-2.00E-06,-2.00E-06,0.945973233,2.986519593
3.203,1.29E-02,-2.31E-06,1.36E-02,-1.45E-06,4.33E-03,-2.01E-06,-2.01E-06,0.947141489,2.972022003
3.204,1.29E-02,-2.31E-06,1.36E-02,-1.46E-06,4.37E-03,-2.02E-06,-2.02E-06,0.948305775,2.957691603
3.205,1.29E-02,-2.32E-06,1.36E-02,-1.47E-06,4.40E-03,-2.03E-06,-2.03E-06,0.949466082,2.943525348
3.206,1.30E-02,-2.33E-06,1.37E-02,-1.47E-06,4.43E-03,-2.04E-06,-2.04E-06,0.950622405,2.929520279
3.207,1.30E-02,-2.34E-06,1.37E-02,-1.48E-06,4.46E-03,-2.04E-06,-2.04E-06,0.951774733,2.915673498
3.208,1.30E-02,-2.35E-06,1.37E-02,-1.49E-06,4.49E-03,-2.05E-06,-2.05E-06,0.952923059,2.901982181
3.209,1.31E-02,-2.35E-06,1.37E-02,-1.50E-06,4.53E-03,-2.06E-06,-2.06E-06,0.954067373,2.888443566
3.21,1.31E-02,-2.36E-06,1.37E-02,-1.51E-06,4.56E-03,-2.07E-06,-2.07E-06,0.95520767,2.875054962
3.211,1.31E-02,-2.37E-06,1.37E-02,-1.52E-06,4.59E-03,-2.08E-06,-2.08E-06,0.956343939,2.861813736
3.212,1.32E-02,-2.38E-06,1.38E-02,-1.53E-06,4.62E-03,-2.09E-06,-2.09E-06,0.957476174,2.848717316
3.213,1.32E-02,-2.39E-06,1.38E-02,-1.53E-06,4.66E-03,-2.09E-06,-2.09E-06,0.958604366,2.835763192
3.214,1.32E-02,-2.40E-06,1.38E-02,-1.54E-06,4.69E-03,-2.10E-06,-2.10E-06,0.959728506,2.822948908
3.215,1.33E-02,-2.41E-06,1.38E-02,-1.55E-06,4.72E-03,-2.11E-06,-2.11E-06,0.960848587,2.810272067
3.216,1.33E-02,-2.42E-06,1.38E-02,-1.56E-06,4.75E-03,-2.12E-06,-2.12E-06,0.9619646,2.797730321
3.217,1.33E-02,-2.42E-06,1.38E-02,-1.57E-06,4.79E-03,-2.13E-06,-2.13E-06,0.963076537,2.785321386
3.218,1.34E-02,-2.43E-06,1.39E-02,-1.58E-06,4.82E-03,-2.14E-06,-2.14E-06,0.964184391,2.773043016
3.219,1.34E-02,-2.44E-06,1.39E-02,-1.59E-06,4.85E-03,-2.15E-06,-2.15E-06,0.965288152,2.760893022
3.22,1.34E-02,-2.45E-06,1.39E-02,-1.60E-06,4.89E-03,-2.16E-06,-2.16E-06,0.966387814,2.748869263
3.221,1.35E-02,-2.46E-06,1.39E-02,-1.61E-06,4.92E-03,-2.17E-06,-2.17E-06,0.967483368,2.736969644
3.222,1.35E-02,-2.47E-06,1.39E-02,-1.62E-06,4.95E-03,-2.17E-06,-2.17E-06,0.968574805,2.725192114
3.223,1.35E-02,-2.48E-06,1.40E-02,-1.63E-06,4.99E-03,-2.18E-06,-2.18E-06,0.969662118,2.713534671
3.224,1.36E-02,-2.49E-06,1.40E-02,-1.64E-06,5.02E-03,-2.19E-06,-2.19E-06,0.970745299,2.701995356
3.225,1.36E-02,-2.50E-06,1.40E-02,-1.65E-06,5.06E-03,-2.20E-06,-2.20E-06,0.971824339,2.690572247
3.226,1.36E-02,-2.51E-06,1.40E-02,-1.66E-06,5.09E-03,-2.21E-06,-2.21E-06,0.972899231,2.679263467
3.227,1.37E-02,-2.52E-06,1.40E-02,-1.67E-06,5.12E-03,-2.22E-06,-2.22E-06,0.973969966,2.668067176
3.228,1.37E-02,-2.53E-06,1.41E-02,-1.68E-06,5.16E-03,-2.23E-06,-2.23E-06,0.975036537,2.656981581
