  0.250   0.700    287598.205  
  0.300   0.700    287598.205  
  0.350   0.700    287598.205  
  0.400   0.700    287598.205  
  0.450   0.700    287598.205  
  0.500   0.700    287598.205  
  0.550   0.700    287598.205  
  0.600   0.700    236965.646  
  0.650   0.700    198557.766  
  0.700   0.700    168884.935  
  0.750   0.700    145445.155  
  0.800   0.700    119437.533  
  0.850   0.700    104271.907  
  0.900   0.700     91718.017  
  0.950   0.700     81183.285  
  1.000   0.700     72272.656  
  1.050   0.700     64656.923  
  1.100   0.700     58138.557  
  1.150   0.700     52563.927  
  1.200   0.700     47779.403  
  1.250   0.700     43697.194  
  1.300   0.700     40207.564  
  1.350   0.700     37244.670  
  1.400   0.700     34720.724  
  1.450   0.700     32569.882  
  1.500   0.700     30770.199  
  1.550   0.700     29255.831  
  1.600   0.700     28004.831  
  1.650   0.700     26951.358  
  1.700   0.700     26073.464  
  1.750   0.700     25349.201  
  1.800   0.700     24756.622  
  1.850   0.700     24273.780  
  1.900   0.700     23878.728  
  1.950   0.700     23571.465  
  2.000   0.700     23308.096  
  2.050   0.700     23132.517  
  2.100   0.700     22956.939  
  2.150   0.700     22858.175  
  2.200   0.700     22759.412  
  2.250   0.700     22704.544  
  2.300   0.700     22649.676  
  2.350   0.700     22627.728  
  2.400   0.700     22605.781  
  2.450   0.700     22605.781  
  2.500   0.700     22605.781  
  2.550   0.700     22605.781  
  2.600   0.700     22605.781  
  2.650   0.700     22605.781  
  2.700   0.700     22605.781  
  2.750   0.700     22605.781  
  2.800   0.700     22605.781  
  2.850   0.700     22605.781  
  2.900   0.700     22605.781  
  2.950   0.700     22605.781  
  3.000   0.700     22605.781  

  0.250   0.750    287598.205  
  0.300   0.750    287598.205  
  0.350   0.750    287598.205  
  0.400   0.750    287598.205  
  0.450   0.750    287598.205  
  0.500   0.750    287598.205  
  0.550   0.750    287598.205  
  0.600   0.750    236965.646  
  0.650   0.750    198557.766  
  0.700   0.750    168884.935  
  0.750   0.750    145445.155  
  0.800   0.750    119437.533  
  0.850   0.750    104271.907  
  0.900   0.750     91718.017  
  0.950   0.750     81183.285  
  1.000   0.750     72272.656  
  1.050   0.750     64656.923  
  1.100   0.750     58138.557  
  1.150   0.750     52563.927  
  1.200   0.750     47779.403  
  1.250   0.750     43697.194  
  1.300   0.750     40207.564  
  1.350   0.750     37244.670  
  1.400   0.750     34720.724  
  1.450   0.750     32569.882  
  1.500   0.750     30770.199  
  1.550   0.750     29255.831  
  1.600   0.750     28004.831  
  1.650   0.750     26951.358  
  1.700   0.750     26073.464  
  1.750   0.750     25349.201  
  1.800   0.750     24756.622  
  1.850   0.750     24273.780  
  1.900   0.750     23878.728  
  1.950   0.750     23571.465  
  2.000   0.750     23308.096  
  2.050   0.750     23132.517  
  2.100   0.750     22956.939  
  2.150   0.750     22858.175  
  2.200   0.750     22759.412  
  2.250   0.750     22704.544  
  2.300   0.750     22649.676  
  2.350   0.750     22627.728  
  2.400   0.750     22605.781  
  2.450   0.750     22605.781  
  2.500   0.750     22605.781  
  2.550   0.750     22605.781  
  2.600   0.750     22605.781  
  2.650   0.750     22605.781  
  2.700   0.750     22605.781  
  2.750   0.750     22605.781  
  2.800   0.750     22605.781  
  2.850   0.750     22605.781  
  2.900   0.750     22605.781  
  2.950   0.750     22605.781  
  3.000   0.750     22605.781  

  0.250   0.800    287598.205  
  0.300   0.800    287598.205  
  0.350   0.800    287598.205  
  0.400   0.800    287598.205  
  0.450   0.800    287598.205  
  0.500   0.800    287598.205  
  0.550   0.800    287598.205  
  0.600   0.800    236965.646  
  0.650   0.800    198557.766  
  0.700   0.800    168884.935  
  0.750   0.800    145445.155  
  0.800   0.800    119437.533  
  0.850   0.800    104271.907  
  0.900   0.800     91718.017  
  0.950   0.800     81183.285  
  1.000   0.800     72272.656  
  1.050   0.800     64656.923  
  1.100   0.800     58138.557  
  1.150   0.800     52563.927  
  1.200   0.800     47779.403  
  1.250   0.800     43697.194  
  1.300   0.800     40207.564  
  1.350   0.800     37244.670  
  1.400   0.800     34720.724  
  1.450   0.800     32569.882  
  1.500   0.800     30770.199  
  1.550   0.800     29255.831  
  1.600   0.800     28004.831  
  1.650   0.800     26951.358  
  1.700   0.800     26073.464  
  1.750   0.800     25349.201  
  1.800   0.800     24756.622  
  1.850   0.800     24273.780  
  1.900   0.800     23878.728  
  1.950   0.800     23571.465  
  2.000   0.800     23308.096  
  2.050   0.800     23132.517  
  2.100   0.800     22956.939  
  2.150   0.800     22858.175  
  2.200   0.800     22759.412  
  2.250   0.800     22704.544  
  2.300   0.800     22649.676  
  2.350   0.800     22627.728  
  2.400   0.800     22605.781  
  2.450   0.800     22605.781  
  2.500   0.800     22605.781  
  2.550   0.800     22605.781  
  2.600   0.800     22605.781  
  2.650   0.800     22605.781  
  2.700   0.800     22605.781  
  2.750   0.800     22605.781  
  2.800   0.800     22605.781  
  2.850   0.800     22605.781  
  2.900   0.800     22605.781  
  2.950   0.800     22605.781  
  3.000   0.800     22605.781  

  0.250   0.850    287598.205  
  0.300   0.850    287598.205  
  0.350   0.850    287598.205  
  0.400   0.850    287598.205  
  0.450   0.850    287598.205  
  0.500   0.850    287598.205  
  0.550   0.850    275022.368  
  0.600   0.850    235835.357  
  0.650   0.850    200039.213  
  0.700   0.850    169192.198  
  0.750   0.850    144490.445  
  0.800   0.850    120798.269  
  0.850   0.850    104612.091  
  0.900   0.850     91542.439  
  0.950   0.850     80930.890  
  1.000   0.850     71954.420  
  1.050   0.850     64316.738  
  1.100   0.850     57787.399  
  1.150   0.850     52201.796  
  1.200   0.850     47406.298  
  1.250   0.850     43324.089  
  1.300   0.850     39834.458  
  1.350   0.850     36860.591  
  1.400   0.850     34336.645  
  1.450   0.850     32185.803  
  1.500   0.850     30386.120  
  1.550   0.850     28871.752  
  1.600   0.850     27609.779  
  1.650   0.850     26556.306  
  1.700   0.850     25678.411  
  1.750   0.850     24954.148  
  1.800   0.850     24350.596  
  1.850   0.850     23867.754  
  1.900   0.850     23472.702  
  1.950   0.850     23154.465  
  2.000   0.850     22880.123  
  2.050   0.850     22748.439  
  2.100   0.850     22572.860  
  2.150   0.850     22858.175  
  2.200   0.850     22759.412  
  2.250   0.850     22704.544  
  2.300   0.850     22649.676  
  2.350   0.850     22627.728  
  2.400   0.850     22605.781  
  2.450   0.850     22605.781  
  2.500   0.850     22605.781  
  2.550   0.850     22605.781  
  2.600   0.850     22605.781  
  2.650   0.850     22605.781  
  2.700   0.850     22605.781  
  2.750   0.850     22605.781  
  2.800   0.850     22605.781  
  2.850   0.850     22605.781  
  2.900   0.850     22605.781  
  2.950   0.850     22605.781  
  3.000   0.850     22605.781  

  0.250   0.900    287598.205  
  0.300   0.900    287598.205  
  0.350   0.900    287598.205  
  0.400   0.900    287598.205  
  0.450   0.900    287598.205  
  0.500   0.900    275022.368  
  0.550   0.900    262446.531  
  0.600   0.900    234705.068  
  0.650   0.900    201520.660  
  0.700   0.900    169499.461  
  0.750   0.900    143535.734  
  0.800   0.900    122159.006  
  0.850   0.900    104952.276  
  0.900   0.900     91366.860  
  0.950   0.900     80678.495  
  1.000   0.900     71636.183  
  1.050   0.900     63976.554  
  1.100   0.900     57436.241  
  1.150   0.900     51839.664  
  1.200   0.900     47033.192  
  1.250   0.900     42950.984  
  1.300   0.900     39461.353  
  1.350   0.900     36476.512  
  1.400   0.900     33952.566  
  1.450   0.900     31801.725  
  1.500   0.900     30002.041  
  1.550   0.900     28487.673  
  1.600   0.900     27214.726  
  1.650   0.900     26161.253  
  1.700   0.900     25283.359  
  1.750   0.900     24559.096  
  1.800   0.900     23944.570  
  1.850   0.900     23461.728  
  1.900   0.900     23066.675  
  1.950   0.900     22737.465  
  2.000   0.900     22452.149  
  2.050   0.900     22320.465  
  2.100   0.900     22188.781  
  2.150   0.900     22474.097  
  2.200   0.900     22759.412  
  2.250   0.900     22704.544  
  2.300   0.900     22649.676  
  2.350   0.900     22627.728  
  2.400   0.900     22605.781  
  2.450   0.900     22605.781  
  2.500   0.900     22605.781  
  2.550   0.900     22605.781  
  2.600   0.900     22605.781  
  2.650   0.900     22605.781  
  2.700   0.900     22605.781  
  2.750   0.900     22605.781  
  2.800   0.900     22605.781  
  2.850   0.900     22605.781  
  2.900   0.900     22605.781  
  2.950   0.900     22605.781  
  3.000   0.900     22605.781  

  0.250   0.950    287598.205  
  0.300   0.950    287598.205  
  0.350   0.950    287598.205  
  0.400   0.950    287598.205  
  0.450   0.950    287598.205  
  0.500   0.950    275022.368  
  0.550   0.950    257947.322  
  0.600   0.950    230293.648  
  0.650   0.950    197229.951  
  0.700   0.950    165472.121  
  0.750   0.950    139881.499  
  0.800   0.950    118954.691  
  0.850   0.950    102132.040  
  0.900   0.950     88809.992  
  0.950   0.950     78286.233  
  1.000   0.950     69397.552  
  1.050   0.950     61880.582  
  1.100   0.950     55460.979  
  1.150   0.950     49974.139  
  1.200   0.950     45277.404  
  1.250   0.950     41272.010  
  1.300   0.950     37859.196  
  1.350   0.950     34940.197  
  1.400   0.950     32471.119  
  1.450   0.950     30375.146  
  1.500   0.950     28608.384  
  1.550   0.950     27126.937  
  1.600   0.950     25886.911  
  1.650   0.950     24866.359  
  1.700   0.950     24010.412  
  1.750   0.950     23297.123  
  1.800   0.950     22715.518  
  1.850   0.950     22243.649  
  1.900   0.950     21859.571  
  1.950   0.950     21541.334  
  2.000   0.950     21256.018  
  2.050   0.950     21135.308  
  2.100   0.950     21003.624  
  2.150   0.950     21288.939  
  2.200   0.950     22759.412  
  2.250   0.950     22704.544  
  2.300   0.950     22649.676  
  2.350   0.950     22627.728  
  2.400   0.950     22605.781  
  2.450   0.950     22605.781  
  2.500   0.950     22605.781  
  2.550   0.950     22605.781  
  2.600   0.950     22605.781  
  2.650   0.950     22605.781  
  2.700   0.950     22605.781  
  2.750   0.950     22605.781  
  2.800   0.950     22605.781  
  2.850   0.950     22605.781  
  2.900   0.950     22605.781  
  2.950   0.950     22605.781  
  3.000   0.950     22605.781  

  0.250   1.000    287598.205  
  0.300   1.000    287598.205  
  0.350   1.000    287598.205  
  0.400   1.000    287598.205  
  0.450   1.000    287598.205  
  0.500   1.000    270523.159  
  0.550   1.000    253448.113  
  0.600   1.000    225882.229  
  0.650   1.000    192939.242  
  0.700   1.000    161444.780  
  0.750   1.000    136227.264  
  0.800   1.000    115750.377  
  0.850   1.000     99311.804  
  0.900   1.000     86253.125  
  0.950   1.000     75893.971  
  1.000   1.000     67158.922  
  1.050   1.000     59784.609  
  1.100   1.000     53485.716  
  1.150   1.000     48108.613  
  1.200   1.000     43521.615  
  1.250   1.000     39593.037  
  1.300   1.000     36257.039  
  1.350   1.000     33403.882  
  1.400   1.000     30989.672  
  1.450   1.000     28948.568  
  1.500   1.000     27214.726  
  1.550   1.000     25766.201  
  1.600   1.000     24559.096  
  1.650   1.000     23571.465  
  1.700   1.000     22737.465  
  1.750   1.000     22035.149  
  1.800   1.000     21486.465  
  1.850   1.000     21025.571  
  1.900   1.000     20652.466  
  1.950   1.000     20345.203  
  2.000   1.000     20059.887  
  2.050   1.000     19939.177  
  2.100   1.000     19818.466  
  2.150   1.000     21288.939  
  2.200   1.000     22759.412  
  2.250   1.000     22704.544  
  2.300   1.000     22649.676  
  2.350   1.000     22627.728  
  2.400   1.000     22605.781  
  2.450   1.000     22605.781  
  2.500   1.000     22605.781  
  2.550   1.000     22605.781  
  2.600   1.000     22605.781  
  2.650   1.000     22605.781  
  2.700   1.000     22605.781  
  2.750   1.000     22605.781  
  2.800   1.000     22605.781  
  2.850   1.000     22605.781  
  2.900   1.000     22605.781  
  2.950   1.000     22605.781  
  3.000   1.000     22605.781  

  0.250   1.050    258320.427  
  0.300   1.050    258320.427  
  0.350   1.050    258320.427  
  0.400   1.050    258320.427  
  0.450   1.050    258320.427  
  0.500   1.050    247555.247  
  0.550   1.050    236790.067  
  0.600   1.050    209597.288  
  0.650   1.050    177224.932  
  0.700   1.050    146630.312  
  0.750   1.050    122685.742  
  0.800   1.050    103613.487  
  0.850   1.050     88447.861  
  0.900   1.050     76376.813  
  0.950   1.050     66676.080  
  1.000   1.050     58599.451  
  1.050   1.050     51795.770  
  1.100   1.050     46023.614  
  1.150   1.050     41107.405  
  1.200   1.050     36915.460  
  1.250   1.050     33359.987  
  1.300   1.050     30331.252  
  1.350   1.050     27741.463  
  1.400   1.050     25568.674  
  1.450   1.050     23725.096  
  1.500   1.050     22188.781  
  1.550   1.050     20893.887  
  1.600   1.050     19818.466  
  1.650   1.050     18918.624  
  1.700   1.050     18194.361  
  1.750   1.050     17579.835  
  1.800   1.050     17096.993  
  1.850   1.050     16701.941  
  1.900   1.050     16394.678  
  1.950   1.050     16131.310  
  2.000   1.050     15889.889  
  2.050   1.050     15791.126  
  2.100   1.050     15692.362  
  2.150   1.050     15483.862  
  2.200   1.050     15275.363  
  2.250   1.050     15242.442  
  2.300   1.050     15209.520  
  2.350   1.050     15198.547  
  2.400   1.050     15187.573  
  2.450   1.050     15187.573  
  2.500   1.050     15187.573  
  2.550   1.050     15187.573  
  2.600   1.050     15187.573  
  2.650   1.050     15187.573  
  2.700   1.050     15187.573  
  2.750   1.050     15187.573  
  2.800   1.050     15187.573  
  2.850   1.050     15187.573  
  2.900   1.050     15187.573  
